CaseNumber,Location,Reported Date,Month,Year,Offense Desc,Statute Code,Statute Desc,Counts,Reporting Officer
2022-00026208,VALLEY ST &  RILL ST,04/09/2022 02:03:00 AM,4,2022,Traffic Violation,31-27-4,"Reckless Driving, Drag Racing - Attempting to Elude",1,RFoley
2022-00019581,VALLEY ST &  RILL ST,03/17/2022 01:09:00 AM,3,2022,Motor Vehicle Violation,Not Used,No violations,0,ASantos
2022-00018301,VALLEY ST &  RILL ST,03/12/2022 02:30:00 AM,3,2022,Auto Towed,Not Used,Parking or MV Violation,0,JNazario Feliz
2021-00101558,400 Block PRAIRIE AVE,12/21/2021 10:00:00 AM,12,2021,Tresspassing,11-44-26,WILLFUL TRESPASS,1,JPalmer
2022-00037896,ALTHEA ST &  CRANSTON ST,05/17/2022 01:42:00 PM,5,2022,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,VLopez
2022-00023330,100 Block LAUREL HILL AVE,03/29/2022 09:46:00 PM,3,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT/BATTERY,1,MPesola
2022-00023330,100 Block LAUREL HILL AVE,03/29/2022 09:46:00 PM,3,2022,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,MPesola
2021-00099125,1200 Block BROAD ST,12/12/2021 06:27:00 PM,12,2021,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,NManfredi
2022-00023657,700 Block ATWELLS AVE,03/31/2022 04:52:00 AM,3,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,RMorel
2022-00033770,100 Block DEPASQUALE AVE,05/04/2022 03:38:00 PM,5,2022,"Fraud, Swindle",11-41-4,OBT/ MONEY-FALSE PRETENSE/PERSONATION/0 $1500 - FALSE PRETENSE,1,Central Station
2022-00020057,0 Block LEDGE ST,03/18/2022 05:59:00 PM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,SMarmas
2022-00020057,0 Block LEDGE ST,03/18/2022 05:59:00 PM,3,2022,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,SMarmas
2022-00030850,400 Block BROADWAY,04/24/2022 12:23:21 PM,4,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,MCamardo
2022-00043478,100 Block DORRANCE ST,06/03/2022 07:28:21 AM,6,2022,Tresspassing,11-44-28,TRESPASS UPON PREMISES/PRIVATE REC. FACILITIES,1,JDeschamps
2022-00040281,200 Block LAUREL HILL AVE,05/24/2022 05:32:00 PM,5,2022,Request for Assistance,Not Used,No violations,0,Central Station
2022-00037271,100 Block WASHINGTON ST,05/15/2022 10:20:22 AM,5,2022,Burglary,11-8-5,B&E OTHER BUILDING W/CRIM INTENT,1,LAndreozzi
2022-00501324,100 Block WASHINGTON ST,04/22/2022 11:44:58 AM,4,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2021-00101282,0 Block ELMWOOD AVE,12/20/2021 09:50:00 AM,12,2021,Receiving Stolen Property,11-41-2,RECEIVING STOLEN GOODS-MISDEMEANOR,1,NULL
2022-00013520,0 Block ELMWOOD AVE,02/22/2022 09:32:03 AM,2,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MCamardo
2022-00013520,0 Block ELMWOOD AVE,02/22/2022 09:32:03 AM,2,2022,Receiving Stolen Property,11-41-2,RECEIVING STOLEN GOODS-FELONY,1,MCamardo
2022-00013520,0 Block ELMWOOD AVE,02/22/2022 09:32:03 AM,2,2022,"Fraud, Swindle",11-41-4,OBT. MONEY-FALSE PRETENSE/PERSONATION/U $1500 - FALSE PRETENSE,1,MCamardo
2022-00014301,0 Block ELMWOOD AVE,02/25/2022 09:35:00 AM,2,2022,Assistance Rendered,Not Used,No Violations,0,LFernandez
2022-00006856,OAK ST &  MESSER ST,01/28/2022 02:14:51 PM,1,2022,Auto Towed,Not Used,Parking or MV Violation,0,MCamardo
2022-00008847,100 Block CHESTER AVE,02/04/2022 09:52:00 PM,2,2022,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,DJohnson
2022-00038470,100 Block E MANNING ST,05/19/2022 11:57:00 AM,5,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,DWaters
2022-00038470,100 Block E MANNING ST,05/19/2022 11:57:00 AM,5,2022,Municipal Code Violation,Sec. 16-3.A,Disorderly and indecent conduct A - Theatening,1,DWaters
2022-00038470,100 Block E MANNING ST,05/19/2022 11:57:00 AM,5,2022,Traffic Violation,31-26-2,Duty to Stop in Accidents Resulting in Damage to Attended Vehicles,1,DWaters
2022-00018028,0 Block PARK ROW,03/11/2022 10:13:00 AM,3,2022,Request for Assistance,Not Used,No Violations,0,ADiaz
2022-00002483,0 Block PARK ROW,01/11/2022 07:36:00 PM,1,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,CCorreia
2021-00100926,0 Block PARK ROW,12/19/2021 12:53:00 AM,12,2021,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,SFernandez
2022-00037999,GREENE ST &  WASHINGTON ST,05/17/2022 06:17:00 PM,5,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,MRoman
2022-00501166,0 Block LORRAINE AVE,04/05/2022 07:01:44 AM,4,2022,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,DShields
2022-00027364,0 Block LORRAINE AVE,04/13/2022 02:43:00 AM,4,2022,Suspicious Person,Not Used,No Violations,0,EAlarcon
2022-00035233,0 Block VIOLA ST,05/09/2022 12:36:00 PM,5,2022,Request for Assistance,Not Used,No Violations,0,GValletta
2022-00043563,0 Block TOBEY ST,06/03/2022 01:29:00 PM,6,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00025447,0 Block TOBEY ST,04/06/2022 02:50:00 PM,4,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,ITorres
2022-00025519,0 Block TOBEY ST,04/06/2022 08:00:00 PM,4,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,KMelfi
2021-00098254,0 Block TOBEY ST,12/09/2021 09:58:00 PM,12,2021,"Assault,Felony",Not Used,"Under Investigation, Offense Pending",0,JHeeder
2022-00006297,0 Block TOBEY ST,01/26/2022 02:08:00 PM,1,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00005952,0 Block TOBEY ST,01/25/2022 09:23:04 AM,1,2022,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,MRudolph
2022-00034619,ELMWOOD AVE &  PEACE ST,05/07/2022 07:38:00 AM,5,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,Central Station
2022-00500534,800 Block ATWELLS AVE,02/13/2022 09:15:34 PM,2,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00037628,300 Block LOCKWOOD ST,05/16/2022 02:37:00 PM,5,2022,Fraud,Not Used,"Under Investigation, Offense Pending",0,DHernandez Martinez
2022-00035374,PITMAN ST &  COLD SPRING ST,05/09/2022 08:29:33 PM,5,2022,Auto Towed,Not Used,Parking or MV Violation,0,MDuffy
2022-00501396,800 Block MANTON AVE,05/04/2022 12:59:18 AM,5,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00038424,800 Block MANTON AVE,05/19/2022 08:41:00 AM,5,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JLanier
2022-00043894,800 Block MANTON AVE,06/04/2022 12:11:00 PM,6,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,MSheridan
2022-00041548,800 Block MANTON AVE,05/28/2022 03:17:00 PM,5,2022,Fraud,Not Used,"Under Investigation, Offense Pending",0,RGaudiana
2022-00007794,800 Block MANTON AVE,02/01/2022 09:56:49 AM,2,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,AElie
2022-00012014,800 Block MANTON AVE,02/16/2022 05:54:00 PM,2,2022,Shots Fired,Not Used,No Violations,0,RFernandes
2022-00023543,1300 Block BROAD ST,03/30/2022 05:42:00 PM,3,2022,Request for Assistance,Not Used,No Violations,0,ALevesque
2022-00004854,100 Block GALLUP ST,01/21/2022 03:46:55 AM,1,2022,Auto Towed,Not Used,Parking or MV Violation,0,EDelgado
2022-00008182,600 Block MANTON AVE,02/02/2022 02:40:00 PM,2,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MFigueroa
2022-00021436,100 Block SUTTON ST,03/22/2022 07:36:00 PM,3,2022,Disturbance,Not Used,No Violations,0,VLopez
2022-00027447,200 Block DOUGLAS AVE,04/13/2022 12:40:00 PM,4,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00011117,MANTON AVE &  FLORENCE ST,02/13/2022 02:30:00 AM,2,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,KBarth
2022-00017527,DORRANCE ST &  FULTON ST,03/09/2022 11:49:00 AM,3,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,GGenao
2022-00041745,DORRANCE ST &  FULTON ST,05/29/2022 12:18:00 AM,5,2022,"Assault, Aggravated",11-5-1,ASSAULT W/ INTENT TO COMMIT A FELONY - SERIOUS INJURY,1,JLeroux
2022-00039980,DORRANCE ST &  FULTON ST,05/23/2022 06:15:00 PM,5,2022,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,MRoman
2022-00040002,FULTON ST &  DORRANCE ST,05/23/2022 07:08:00 PM,5,2022,Auto Towed,Not Used,Parking or MV Violation,0,IQuinn
2022-00024474,FULTON ST &  DORRANCE ST,04/02/2022 09:16:00 PM,4,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,GGenao
2022-00043496,700 Block BROAD ST,06/03/2022 09:00:00 AM,6,2022,Request for Assistance,Not Used,No violations,0,TBritto
2022-00029598,100 Block WARRINGTON ST,04/20/2022 04:21:00 PM,4,2022,Larceny - Theft,Not Used,"Under Investigation, Offense Pending",0,CCorreia
2022-00500883,0 Block INKERMAN ST,03/15/2022 09:06:35 AM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00003542,0 Block BOWDOIN ST,01/16/2022 12:07:00 AM,1,2022,Shots Fired,Not Used,No Violations,0,SPerez
2022-00002959,400 Block SMITHFIELD AVE,01/13/2022 10:52:00 PM,1,2022,Robbery,11-39-1,ROBBERY-1ST DEGREE,1,APereira II
2022-00000737,400 Block SMITHFIELD AVE,01/04/2022 03:44:00 AM,1,2022,"Larceny,Shoplifting",Not Used,"Under Investigation, Offense Pending",0,ERamos
2021-00103989,400 Block SMITHFIELD AVE,12/31/2021 03:22:00 PM,12,2021,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,YGonzalez
2022-00030962,400 Block SMITHFIELD AVE,04/24/2022 08:50:00 PM,4,2022,Suspicious Person,Not Used,No Violations,0,AMoore
2022-00015986,0 Block RING ST,03/03/2022 05:23:00 PM,3,2022,Fraud,Not Used,"Under Investigation, Offense Pending",0,VLopez
2022-00043221,100 Block JENKINS ST,06/02/2022 10:41:00 AM,6,2022,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00008327,400 Block CHARLES ST,02/02/2022 11:34:00 PM,2,2022,Burglary,11-8-2.2,B&E OF DWELLING WHEN RESIDENT HOME,1,IYousif
2022-00008086,500 Block ELMWOOD AVE,02/02/2022 08:24:00 AM,2,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,ADeschamps
2022-00012010,500 Block ELMWOOD AVE,02/16/2022 05:49:00 PM,2,2022,"Larceny,Shoplifting",Not Used,"Under Investigation, Offense Pending",0,IQuinn
2022-00013100,500 Block ELMWOOD AVE,02/20/2022 04:10:00 PM,2,2022,Fraud,Not Used,"Under Investigation, Offense Pending",0,JPirolli
2022-00013414,500 Block ELMWOOD AVE,02/21/2022 07:40:00 PM,2,2022,Robbery,11-39-1,ROBBERY-2ND DEGREE,1,JPirolli
2022-00041076,500 Block ELMWOOD AVE,05/27/2022 12:57:00 AM,5,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,JPalmer
2022-00029399,500 Block ELMWOOD AVE,04/19/2022 08:47:00 PM,4,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,GKue
2022-00029399,500 Block ELMWOOD AVE,04/19/2022 08:47:00 PM,4,2022,Warrant\Capias,BWARRANT-SC,BENCH WARRANT ISSUED FROM SUPERIOR COURT,1,GKue
2022-00032272,500 Block ELMWOOD AVE,04/29/2022 04:15:00 PM,4,2022,Motor Vehicle Violation,Not Used,No Violations,0,JNajarian
2022-00500885,500 Block ELMWOOD AVE,03/14/2022 11:47:52 PM,3,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00020481,500 Block ELMWOOD AVE,03/19/2022 10:10:00 PM,3,2022,Drug Offenses,21-28-4.01-C1A,POSSESSION OF SCHEDULE I II III,1,MSandorse
2022-00023605,500 Block ELMWOOD AVE,03/30/2022 10:07:00 PM,3,2022,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,DLiu
2022-00023605,500 Block ELMWOOD AVE,03/30/2022 10:07:00 PM,3,2022,Tresspassing,11-44-26,WILLFUL TRESPASS,1,DLiu
2022-00500156,0 Block VERNDALE AVE,01/12/2022 12:49:41 PM,1,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,DShields
2022-00005003,0 Block VERNDALE AVE,01/21/2022 04:48:00 PM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JCotugno
2022-00011769,TAYLOR ST &  WILLARD AVE,02/15/2022 09:38:00 PM,2,2022,Suspicious Person,Not Used,No Violations,0,RBallinger
2022-00013210,0 Block FLORENCE ST,02/21/2022 12:48:00 AM,2,2022,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,CAlves
2021-00099796,CLIFFORD ST &  FRIENDSHIP ST,12/15/2021 07:09:00 AM,12,2021,"Assault,Felony",Not Used,"Under Investigation, Offense Pending",0,NAyala
2022-00001535,0 Block FILLMORE ST,01/07/2022 05:39:00 PM,1,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,JLewis
2022-00021829,0 Block PEACE ST,03/24/2022 10:14:00 AM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,NULL
2022-00015399,0 Block PEACE ST,03/01/2022 03:27:00 PM,3,2022,Receiving Stolen Property,31-9-2,Possession of Stolen Vehicle or Parts,1,ASchneider
2022-00015399,0 Block PEACE ST,03/01/2022 03:27:00 PM,3,2022,Bad Checks,11-1-6,CONSPIRACY - BAD CHECK,1,ASchneider
2022-00025430,100 Block MANTON AVE,04/06/2022 01:30:31 PM,4,2022,Larceny from Building,11-41-1,LARCENY/O $1500 - FROM BLD,1,JRodrigues
2022-00016631,EDDY ST &  ERNEST ST,03/06/2022 01:03:00 AM,3,2022,Traffic Violation,31-3-1,Operation of Unregistered Vehicle,1,EEspinal
2022-00014946,200 Block CONGRESS AVE,02/27/2022 07:08:00 PM,2,2022,Request for Assistance,Not Used,No Violations,0,PSalmons
2022-00041565,MATHEWSON ST &  WESTMINSTER ST,05/28/2022 04:25:00 PM,5,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,ELane
2022-00013667,0 Block WESTMINSTER ST,02/22/2022 09:07:00 PM,2,2022,Motor Vehicle Violation,Not Used,No Violations,0,CVingi
2022-00024984,BROADWAY  &  KNIGHT ST,04/04/2022 07:44:00 PM,4,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,Central Station
2022-00035610,BROAD ST &  STEWART ST,05/10/2022 03:40:00 PM,5,2022,Accident,Not Used,No Violations,0,JNajarian
2022-00032104,300 Block CHARLES ST,04/29/2022 01:01:00 AM,4,2022,DUI,31-27-2,Driving Under the Influence of Liqour or Drugs (=>.08<.1),1,MNunez
2022-00032104,300 Block CHARLES ST,04/29/2022 01:01:00 AM,4,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,MNunez
2022-00032104,300 Block CHARLES ST,04/29/2022 01:01:00 AM,4,2022,DUI,31-27-2.1,Chemical Test Refusal,1,MNunez
2022-00032104,300 Block CHARLES ST,04/29/2022 01:01:00 AM,4,2022,Traffic Violation,31-27-1.2,Driving so as to Endanger Resulting in Physical Injury,1,MNunez
2022-00043883,300 Block CHARLES ST,06/04/2022 11:26:00 AM,6,2022,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,PCaminero
2022-00043671,300 Block CHARLES ST,06/03/2022 07:31:00 PM,6,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,KHeron
2022-00040690,300 Block CHARLES ST,05/25/2022 08:31:00 PM,5,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,ERamos
2022-00039417,300 Block CHARLES ST,05/22/2022 02:58:00 AM,5,2022,Suspicious Person,Not Used,No Violations,0,LPrete
2022-00037165,300 Block CHARLES ST,05/15/2022 01:15:00 AM,5,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,EAlarcon
2022-00501068,300 Block CHARLES ST,03/29/2022 12:13:00 PM,3,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,DShields
2022-00016777,300 Block CHARLES ST,03/06/2022 02:35:00 PM,3,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2022-00016053,300 Block CHARLES ST,03/03/2022 11:24:00 PM,3,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,SBouyssou
2022-00020710,300 Block CHARLES ST,03/20/2022 03:24:00 PM,3,2022,Stolen Vehicle\Recovered,Not Used,No Violations,0,JMontano
2022-00019172,300 Block CHARLES ST,03/15/2022 03:39:00 PM,3,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,SMarmas
2022-00002881,300 Block CHARLES ST,01/13/2022 04:26:00 PM,1,2022,Auto Towed,Not Used,Parking or MV Violation,0,TSavard
2022-00004956,300 Block CHARLES ST,01/21/2022 01:55:00 PM,1,2022,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,PCaminero
2022-00500416,300 Block CHARLES ST,01/25/2022 10:05:43 AM,1,2022,"Fraud, Credit Card",11-49-4,FRAUDULENT USE OF CREDIT CARDS,1,DShields
2021-00099889,300 Block CHARLES ST,12/15/2021 02:26:00 PM,12,2021,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,TLambert
2021-00099968,300 Block CHARLES ST,12/15/2021 06:37:00 PM,12,2021,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,JLanier
2021-00099654,300 Block CHARLES ST,12/14/2021 05:23:00 PM,12,2021,"Larceny, Other",11-41-1,LARCENY/U $1500 - ALL OTH LARCENY,1,TLambert
2021-00099654,300 Block CHARLES ST,12/14/2021 05:23:00 PM,12,2021,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-FELONY - SHOPLIFTING,1,TLambert
2021-00099430,300 Block CHARLES ST,12/13/2021 09:00:00 PM,12,2021,Larceny from Building,11-41-1,LARCENY/U $1500 - FROM BLD,1,ADecristofano
2021-00099555,300 Block CHARLES ST,12/14/2021 11:51:00 AM,12,2021,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,GMorgan
2021-00099356,300 Block CHARLES ST,12/13/2021 03:59:00 PM,12,2021,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,DImpagliazzo
2021-00100191,300 Block CHARLES ST,12/16/2021 02:45:00 PM,12,2021,"Larceny, Shoplifting",11-41-20,SHOPLIFTING-MISD - SHOPLIFTING,1,HEspanol
2021-00100191,300 Block CHARLES ST,12/16/2021 02:45:00 PM,12,2021,Warrant\Capias,BWARRANT-6D,BENCH WARRANT ISSUED FROM 6TH DISTRICT COURT,1,HEspanol
2021-00102738,300 Block CHARLES ST,12/26/2021 11:36:00 AM,12,2021,Motor Vehicle Theft,11-41-1,LARCENY/O $1500 - AUTO THEFT,1,DMartinez
2022-00037409,CAMP ST &  CYPRESS ST,05/15/2022 08:08:00 PM,5,2022,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,JBenros
2022-00033079,CAMP ST &  CYPRESS ST,05/01/2022 11:39:00 PM,5,2022,Shots Fired,Not Used,No Violations,0,FPerez Brito
2022-00003711,ATWELLS AVE &  CUTLER ST,01/16/2022 05:20:00 PM,1,2022,Auto Fire,Not Used,No Violations,0,CSimanski
2022-00020030,900 Block CHALKSTONE AVE,03/18/2022 04:59:01 PM,3,2022,City Ordinance Violation,Not Used,No Violations,0,HNorthup
2022-00013618,200 Block THAYER ST,02/22/2022 04:42:00 PM,2,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,PHourahan
2022-00011278,200 Block THAYER ST,02/13/2022 08:51:22 PM,2,2022,Weapons,Not Used,"Under Investigation, Offense Pending",0,VPazzetta
2022-00026831,0 Block NASHUA ST,04/11/2022 08:36:07 AM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,DWaters
2022-00003199,0 Block ALTON ST,01/14/2022 07:57:12 PM,1,2022,Stolen Vehicle\Recovered,Not Used,No Violations,0,JIkuejamofo
2022-00010246,0 Block DARTMOUTH AVE,02/10/2022 09:37:00 AM,2,2022,RI Statute Violation,11-37.1-3,SEXUAL OFFENDER REGISTRATION REQUIRED,1,DArdito
2022-00034578,DEAN ST &  ATWELLS AVE,05/07/2022 02:19:00 AM,5,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,ACalle
2022-00035669,ELMWOOD AVE &  POTTERS AVE,05/10/2022 07:14:00 PM,5,2022,Suspicious Person,Not Used,No Violations,0,JNajarian
2022-00003581,ELMWOOD AVE &  POTTERS AVE,01/16/2022 02:54:00 AM,1,2022,"Assault, Aggravated",11-5-2,FELONY ASSAULT/ DANG. WEAPON OR SUBSTANCE,1,RMajeau
2022-00003581,ELMWOOD AVE &  POTTERS AVE,01/16/2022 02:54:00 AM,1,2022,Murder\Manslaughter,11-23-1,MURDER-1ST DEGREE,1,RMajeau
2022-00003581,ELMWOOD AVE &  POTTERS AVE,01/16/2022 02:54:00 AM,1,2022,NULL,11-1-1,COMMON LAW OFFENSES NOT COVERED BY STATUTE,1,RMajeau
2022-00003581,ELMWOOD AVE &  POTTERS AVE,01/16/2022 02:54:00 AM,1,2022,Bad Checks,11-1-6,CONSPIRACY - BAD CHECK,1,RMajeau
2022-00003581,ELMWOOD AVE &  POTTERS AVE,01/16/2022 02:54:00 AM,1,2022,Forgery,11-47-3.2-A,USE OF A FA WHILE COMMITTING A CRIME OF VIOLENCE,1,RMajeau
2022-00003581,ELMWOOD AVE &  POTTERS AVE,01/16/2022 02:54:00 AM,1,2022,Weapons,11-47-8-A,LICENSE OR PERMIT REQUIRED FOR CARRYING PISTOL,1,RMajeau
2022-00003581,ELMWOOD AVE &  POTTERS AVE,01/16/2022 02:54:00 AM,1,2022,Forgery,11-47-3.2-B,DISCHARGE OF FA WHILE COMMITTING CRIME OF VIOLENCE,1,RMajeau
2022-00005558,ELMWOOD AVE &  POTTERS AVE,01/23/2022 06:25:00 PM,1,2022,Traffic Violation,31-11-18,"Driving after Denial, Suspension or Revocation of License",1,SCerullo
2022-00033117,0 Block LABAN ST,05/02/2022 02:25:00 AM,5,2022,Assistance Rendered,Not Used,No Violations,0,CGordillo Perez
2022-00022717,0 Block MOORE ST,03/27/2022 04:36:00 PM,3,2022,Burglary,11-8-2,B&E DWELLING HOUSE W/O CONSENT,1,GKue
2022-00027452,100 Block LINWOOD AVE,04/13/2022 01:07:00 PM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,Central Station
2022-00033775,PLAIN ST &  DUDLEY ST,05/04/2022 03:48:00 PM,5,2022,Suspicious Person,Not Used,No Violations,0,RBallinger
2021-00101806,0 Block BAXTER ST,12/22/2021 11:11:00 AM,12,2021,"Fraud, Swindle",11-49.1-3,IDENTITY FRAUD - FALSE PRETENSE,1,Central Station
2022-00010864,0 Block SALMON ST,02/12/2022 11:18:00 AM,2,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JRodrigues
2022-00000100,1000 Block N MAIN ST,01/01/2022 03:51:00 AM,1,2022,License Violation,Not Used,No Violations,0,ASantos
2022-00039410,1000 Block N MAIN ST,05/22/2022 02:35:33 AM,5,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JBibeault
2022-00501216,1000 Block N MAIN ST,04/09/2022 09:56:50 PM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia
2022-00501211,1000 Block N MAIN ST,04/09/2022 02:07:17 PM,4,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/U $1500 - FROM MV,1,MTroia
2022-00501032,1000 Block N MAIN ST,03/27/2022 08:40:07 AM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00501033,1000 Block N MAIN ST,03/27/2022 04:06:43 AM,3,2022,Vandalism,11-44-1,VANDALISM/MALICIOUS INJURY TO PROPERTY,1,DShields
2022-00022583,1000 Block N MAIN ST,03/27/2022 02:44:00 AM,3,2022,Larceny from Motor Vehicle,11-41-1,LARCENY/O $1500 - FROM MV,1,JLewis
2022-00033302,PINE ST &  CHESTNUT ST,05/02/2022 06:29:00 PM,5,2022,RI Statute Violation,12-9-16,WARRANT OF ARREST ON AFFIDAVIT - ALL OTH OFFENSE,1,NAyala
2022-00501236,0 Block CLEMATIS ST,04/11/2022 12:01:21 PM,4,2022,"Larceny, Other",11-41-1,LARCENY/U $1500 - OTH LAR,1,DShields
2022-00025328,0 Block PINE ST,04/06/2022 12:41:00 AM,4,2022,"Assault, Simple",11-5-3,SIMPLE ASSAULT OR BATTERY,1,JLeroux
2021-00098843,300 Block WESTMINSTER ST,12/11/2021 09:37:00 PM,12,2021,Disorderly Conduct,11-45-1,DISORDERLY CONDUCT,1,RAbenante
2021-00098843,300 Block WESTMINSTER ST,12/11/2021 09:37:00 PM,12,2021,RI Statute Violation,12-7-10,RESISTING LEGAL OR ILLEGAL ARREST,1,RAbenante
2021-00099606,HOPE ST &  DOYLE AVE,12/14/2021 02:58:00 PM,12,2021,"Larceny, Other",11-41-1,LARCENY/O $1500 - ALL OTH LARCENY,1,Central Station
